,buyer-count,player-count,accumulated-hours-played,player-frac-of-buyer,avg-hours-played,std-hours-played
Onikira Demon Killer,1,0,0.0,0.0,0.0,0.0
Onimusha 3 Demon Siege,1,1,1.1,1.0,1.1,0.0
Only If,77,36,31.300000000000004,0.4675324675324675,0.8694444444444446,1.2011469386606985
Oozi Earth Adventure,3,1,3.1,0.3333333333333333,3.1,0.0
Operation Flashpoint Dragon Rising,52,17,66.4,0.3269230769230769,3.905882352941177,6.639603770956073
Operation Flashpoint Red River,47,9,40.2,0.19148936170212766,4.466666666666667,4.840196277011915
Operation Z,1,1,0.3,1.0,0.3,0.0
Orbital Gear,15,4,4.8999999999999995,0.26666666666666666,1.2249999999999999,1.0531698185319718
Orborun,11,2,0.4,0.18181818181818182,0.2,0.1414213562373095
Orcs Must Die!,91,62,566.8000000000001,0.6813186813186813,9.141935483870968,12.689191843262272
Orcs Must Die! 2,136,94,1200.8999999999996,0.6911764705882353,12.775531914893612,21.25176620703148
Order of War,19,15,69.5,0.7894736842105263,4.633333333333334,9.456114172221866
Order of War Challenge,1,1,3.1,1.0,3.1,0.0
Organ Trail Director's Cut,23,13,31.099999999999998,0.5652173913043478,2.3923076923076922,3.3688429117580663
Organic Panic,2,1,0.3,0.5,0.3,0.0
Ori and the Blind Forest,35,31,496.99999999999994,0.8857142857142857,16.032258064516128,26.57997224850287
Ori and the Blind Forest (Original Soundtrack),1,0,0.0,0.0,0.0,0.0
Original War,5,1,0.3,0.2,0.3,0.0
Oscura Lost Light,3,1,1.3,0.3333333333333333,1.3,0.0
Osmos,37,22,38.00000000000001,0.5945945945945946,1.7272727272727275,2.4260847977528415
Our Darker Purpose,6,1,4.0,0.16666666666666666,4.0,0.0
Our Love Will Grow,1,0,0.0,0.0,0.0,0.0
Out There  Edition,3,3,11.3,1.0,3.766666666666667,2.968725877094976
Out There Somewhere,23,10,26.2,0.43478260869565216,2.62,5.2040155435757285
Out of the Park Baseball 14,8,1,103.0,0.125,103.0,0.0
Out of the Park Baseball 15,6,4,549.1999999999999,0.6666666666666666,137.29999999999998,253.4314108393038
Out of the Park Baseball 16,2,2,660.8,1.0,330.4,454.8110816591874
OutRun 2006 Coast 2 Coast,1,0,0.0,0.0,0.0,0.0
Outcast 1.1,2,2,49.4,1.0,24.7,34.36538956566621
Outland,14,8,21.6,0.5714285714285714,2.7,2.056349053193895
Outlast,95,71,382.09999999999997,0.7473684210526316,5.38169014084507,6.499589214693383
Outlast Whistleblower DLC,24,0,0.0,0.0,0.0,0.0
Over 9000 Zombies!,3,2,4.7,0.6666666666666666,2.35,3.040559159102154
Over The Void,2,0,0.0,0.0,0.0,0.0
Over the Dream,1,1,1.2,1.0,1.2,0.0
Overcast - Walden and the Werewolf,20,6,21.9,0.3,3.65,2.9683328654313685
Overcast - Walden and the Werewolf - Soundtrack,1,0,0.0,0.0,0.0,0.0
Overgrowth,6,5,32.5,0.8333333333333334,6.5,4.337626078859265
Overlord,79,22,310.50000000000006,0.27848101265822783,14.113636363636367,27.745961447089496
Overlord Fellowship of Evil,1,0,0.0,0.0,0.0,0.0
Overlord II,67,29,321.4,0.43283582089552236,11.082758620689654,15.304529417452052
Overlord Raising Hell,64,8,129.59999999999997,0.125,16.199999999999996,18.934020778935015
Overruled!,3,0,0.0,0.0,0.0,0.0
Overture,4,2,15.4,0.5,7.7,7.353910524340095
PAC-MAN Championship Edition DX+,17,13,41.2,0.7647058823529411,3.1692307692307695,6.432001323510516
PARTICLE MACE,9,4,3.9,0.4444444444444444,0.975,1.152894907034751
PAYDAY 2,427,390,19613.799999999996,0.9133489461358314,50.29179487179486,99.38490486757136
PAYDAY The Heist,277,202,1514.0000000000002,0.7292418772563177,7.495049504950496,11.250016041891259
PAYDAY The Heist Game Soundtrack,7,0,0.0,0.0,0.0,0.0
PAYDAY The Web Series - Episode 1,20,3,0.4,0.15,0.13333333333333333,0.05773502691896258
PAYDAY Wolf Pack,29,0,0.0,0.0,0.0,0.0
PC Gamer,6,6,1.7999999999999998,1.0,0.3,0.15491933384829668
POSTAL,19,9,16.1,0.47368421052631576,1.788888888888889,2.1245260909461927
POSTAL 2,74,50,270.50000000000006,0.6756756756756757,5.410000000000001,7.355970780423816
POSTAL 2 Paradise Lost,2,0,0.0,0.0,0.0,0.0
PROTOTYPE 2,36,25,599.5,0.6944444444444444,23.98,38.879364706743864
PT Boats Knights of the Sea,1,1,11.3,1.0,11.3,0.0
PT Boats South Gambit,1,1,0.3,1.0,0.3,0.0
Pacific Storm,5,1,1.8,0.2,1.8,0.0
Pacific Storm Allies,3,1,0.3,0.3333333333333333,0.3,0.0
Paganitzu,3,0,0.0,0.0,0.0,0.0
Pahelika Secret Legends,1,0,0.0,0.0,0.0,0.0
Painkiller Black Edition,13,3,16.7,0.23076923076923078,5.566666666666666,6.785523806850384
Painkiller Gold Edition,3,1,14.1,0.3333333333333333,14.1,0.0
Painkiller Hell & Damnation,31,15,49.9,0.4838709677419355,3.3266666666666667,3.079069123398607
Painkiller Hell & Damnation - The Clock Strikes Meat Night,6,0,0.0,0.0,0.0,0.0
Painkiller Hell & Damnation Beta,2,0,0.0,0.0,0.0,0.0
Painkiller Overdose,12,4,1.5,0.3333333333333333,0.375,0.1707825127659933
Painkiller Recurring Evil,8,2,16.400000000000002,0.25,8.200000000000001,11.172287142747452
Painkiller Redemption,14,4,2.7,0.2857142857142857,0.675,0.44253060157839186
Painkiller Resurrection,8,1,0.6,0.125,0.6,0.0
Paint the Town Red,3,2,3.0,0.6666666666666666,1.5,0.8485281374238571
Pajama Sam in No Need to Hide When It's Dark Outside,2,0,0.0,0.0,0.0,0.0
Pandora Eclipse of Nashira,2,0,0.0,0.0,0.0,0.0
Pandora First Contact,2,2,23.1,1.0,11.55,5.303300858899107
Pandora Saga Weapons of Balance,16,0,0.0,0.0,0.0,0.0
Panzar,65,17,185.20000000000002,0.26153846153846155,10.894117647058824,11.366038810214143
Panzer Corps,2,2,6.2,1.0,3.1,3.9597979746446668
Panzer Elite Action Fields of Glory,2,0,0.0,0.0,0.0,0.0
Panzer Tactics HD,1,1,11.4,1.0,11.4,0.0
Paper Sorcerer,3,1,1.6,0.3333333333333333,1.6,0.0
"Papers, Please",92,74,283.4,0.8043478260869565,3.8297297297297295,4.067772765091372
Papo & Yo,28,8,27.8,0.2857142857142857,3.475,4.030508652763321
Papo & Yo Soundtrack,1,0,0.0,0.0,0.0,0.0
Paranautical Activity Deluxe Atonement Edition,6,1,1.0,0.16666666666666666,1.0,0.0
Paranormal State Poison Spring Collector's Edition,3,2,5.7,0.6666666666666666,2.85,1.6263455967290592
Parcel,1,1,9.2,1.0,9.2,0.0
Parkan 2,2,1,1.8,0.5,1.8,0.0
Particula,21,6,9.299999999999999,0.2857142857142857,1.5499999999999998,1.3693063937629153
Particulars,2,1,0.4,0.5,0.4,0.0
Party Hard,2,1,15.9,0.5,15.9,0.0
Party of Sin,6,4,6.8,0.6666666666666666,1.7,2.325224003546038
Passing Pineview Forest,18,5,1.8000000000000003,0.2777777777777778,0.36000000000000004,0.15165750888103102
Pat & Mat,3,2,22.0,0.6666666666666666,11.0,14.142135623730951
Patch testing for Chivalry,222,11,18.5,0.04954954954954955,1.6818181818181819,2.3185418615233937
Path of Exile,339,191,10185.600000000002,0.5634218289085545,53.32774869109949,152.80942281038097
Patrician III,6,2,2.9,0.3333333333333333,1.45,0.07071067811865482
Patrician IV Rise of a Dynasty,7,3,74.4,0.42857142857142855,24.8,6.581793068761735
Patrician IV Steam Special Edition,11,7,112.6,0.6363636363636364,16.085714285714285,22.790672695310292
Peggle Deluxe,20,13,63.199999999999996,0.65,4.861538461538461,5.739851691106438
Peggle Extreme,11,5,15.6,0.45454545454545453,3.12,5.806634136916153
Peggle Nights,11,7,33.9,0.6363636363636364,4.8428571428571425,6.764578612857109
Penguins Arena Sedna's World,14,4,20.9,0.2857142857142857,5.225,4.10396150079408
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,25,6,8.3,0.24,1.3833333333333335,1.2089940722214756
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,11,2,43.8,0.18181818181818182,21.9,25.59726547895302
Penumbra Black Plague,19,8,39.7,0.42105263157894735,4.9625,3.087272258807117
Penumbra Necrologue,5,0,0.0,0.0,0.0,0.0
Penumbra Overture,32,17,36.6,0.53125,2.152941176470588,2.4857387350289915
Penumbra Requiem,19,4,4.1,0.21052631578947367,1.025,0.8770214744615246
PeriAreion,1,0,0.0,0.0,0.0,0.0
Perimeter 2 New Earth,1,0,0.0,0.0,0.0,0.0
Perpetuum,4,4,1603.9,1.0,400.975,776.0701015372258
Petz Horsez 2,1,1,17.0,1.0,17.0,0.0
PewDiePie Legend of the Brofist,1,0,0.0,0.0,0.0,0.0
Phantom Breaker Battle Grounds,7,6,65.6,0.8571428571428571,10.933333333333332,20.80208322901018
Phantom Breaker Battle Grounds - Kurisu Makise + Level 99 Pack,1,0,0.0,0.0,0.0,0.0
Pharaoh's Tomb,3,0,0.0,0.0,0.0,0.0
Phoenix Force,4,3,7.2,0.75,2.4,1.8357559750685821
Pid ,45,15,25.299999999999994,0.3333333333333333,1.6866666666666663,2.70208032731044
Pier Solar - The Definitive Original Soundtrack,1,0,0.0,0.0,0.0,0.0
Pier Solar and the Great Architects,1,0,0.0,0.0,0.0,0.0
Piercing Blow,21,10,24.9,0.47619047619047616,2.4899999999999998,3.865933838601541
Pillars of Eternity,47,41,1523.2,0.8723404255319149,37.15121951219513,45.95144786593355
Pilot Crusader,1,0,0.0,0.0,0.0,0.0
Pinball Arcade,33,10,8.799999999999999,0.30303030303030304,0.8799999999999999,0.9390302326218137
Pinball FX2,28,11,175.7,0.39285714285714285,15.97272727272727,28.238133469090727
Pinball FX2 - Balls of Glory Pinball,1,0,0.0,0.0,0.0,0.0
Pinball FX2 - Captain America Table,3,0,0.0,0.0,0.0,0.0
Pinball FX2 - Civil War Table,2,0,0.0,0.0,0.0,0.0
Pinball FX2 - Core pack,7,0,0.0,0.0,0.0,0.0
Pinball FX2 - Doctor Strange Table,2,0,0.0,0.0,0.0,0.0
Pinball FX2 - Earth Defense Table,7,0,0.0,0.0,0.0,0.0
Pinball FX2 - Epic Quest Table,7,0,0.0,0.0,0.0,0.0
Pinball FX2 - Excalibur Table,2,0,0.0,0.0,0.0,0.0
Pinball FX2 - Mars Table,2,0,0.0,0.0,0.0,0.0
Pinball FX2 - Marvel Pinball Avengers Chronicles pack,3,0,0.0,0.0,0.0,0.0
Pinball FX2 - Marvel Pinball Original Pack,3,0,0.0,0.0,0.0,0.0
Pinball FX2 - Marvel's Ant-Man,1,0,0.0,0.0,0.0,0.0
Pinball FX2 - Paranormal Table,8,0,0.0,0.0,0.0,0.0
Pinball FX2 - Portal  Pinball,2,0,0.0,0.0,0.0,0.0
Pinball FX2 - Star Wars Pack,6,0,0.0,0.0,0.0,0.0
Pinball FX2 - Star Wars Pinball Balance of the Force Pack,3,0,0.0,0.0,0.0,0.0
Pinball FX2 - Star Wars Pinball Heroes Within Pack,1,0,0.0,0.0,0.0,0.0
Pinball FX2 - Super League - Zen Studios F.C. Table,1,0,0.0,0.0,0.0,0.0
Pinball FX2 - The Walking Dead Table,1,0,0.0,0.0,0.0,0.0
Pinball FX2 - Zen Classics Pack,7,0,0.0,0.0,0.0,0.0
Pineview Drive,3,1,2.1,0.3333333333333333,2.1,0.0
Pink Heaven,8,3,0.8,0.375,0.26666666666666666,0.20816659994661327
Pink Hour,4,1,0.4,0.25,0.4,0.0
Pirates of Black Cove,4,2,31.900000000000002,0.5,15.950000000000001,2.333452377915607
Pirates of Black Cove Gold,47,3,1.4,0.06382978723404255,0.4666666666666666,0.35118845842842467
Pirates vs Corsairs Davy Jones's Gold,1,0,0.0,0.0,0.0,0.0
Pirates! Gold Plus (Classic),1,0,0.0,0.0,0.0,0.0
"Pirates, Vikings, & Knights II",32,15,130.3,0.46875,8.686666666666667,18.396306565125926
Pitiri 1977,4,0,0.0,0.0,0.0,0.0
Pixel Boy and the Ever Expanding Dungeon,1,0,0.0,0.0,0.0,0.0
Pixel Heroes Byte & Magic,2,0,0.0,0.0,0.0,0.0
Pixel Hunter,2,0,0.0,0.0,0.0,0.0
Pixel Piracy,38,26,160.9,0.6842105263157895,6.188461538461539,8.626671521418995
Pixel Puzzles 2 Anime,1,0,0.0,0.0,0.0,0.0
Pixel Puzzles 2 Birds,1,0,0.0,0.0,0.0,0.0
Pixel Puzzles Japan,14,8,39.3,0.5714285714285714,4.9125,3.332711251475934
Pixel Puzzles UndeadZ,2,1,1.9,0.5,1.9,0.0
Pixel Space,1,1,0.7,1.0,0.7,0.0
Pixel Survivors,1,0,0.0,0.0,0.0,0.0
PixelJunk Eden,22,8,8.700000000000001,0.36363636363636365,1.0875000000000001,0.7586407017064892
PixelJunk Monsters Ultimate,18,7,19.300000000000004,0.3888888888888889,2.7571428571428576,2.265580972478614
PixelJunk Shooter,11,5,15.899999999999999,0.45454545454545453,3.1799999999999997,1.9110206696946004
PixelJunk Shooter Ultimate,1,1,2.4,1.0,2.4,0.0
Pizza Frenzy,1,0,0.0,0.0,0.0,0.0
Plague Inc Evolved,46,45,461.8,0.9782608695652174,10.262222222222222,10.950389965843245
Plain Sight,16,12,36.29999999999999,0.75,3.024999999999999,2.9462225429738456
Planet Explorers,12,12,188.4,1.0,15.700000000000001,34.9391939335651
Planet Stronghold,2,0,0.0,0.0,0.0,0.0
Planet of the Eyes,1,1,1.7,1.0,1.7,0.0
PlanetSide 2,390,210,6239.700000000002,0.5384615384615384,29.71285714285715,119.85762517408665
Planetary Annihilation,81,66,789.1999999999999,0.8148148148148148,11.957575757575757,25.357772655196552
Planetary Annihilation - Digital Deluxe Bundle,10,0,0.0,0.0,0.0,0.0
Planetary Annihilation - Original Soundtrack,10,0,0.0,0.0,0.0,0.0
Planetary Annihilation TITANS,13,11,106.1,0.8461538461538461,9.645454545454545,7.616608646420484
Planetbase,8,8,33.1,1.0,4.1375,4.264785206448603
Planets Under Attack,8,1,14.3,0.125,14.3,0.0
Planetside 2 Elite Soldier Bundle,1,0,0.0,0.0,0.0,0.0
Planetside 2 First Recruit Bundle,1,0,0.0,0.0,0.0,0.0
Plants vs. Zombies Game of the Year,66,56,2427.6000000000004,0.8484848484848485,43.35000000000001,125.75532520804761
Platformines,6,0,0.0,0.0,0.0,0.0
Platypus,5,2,6.1000000000000005,0.4,3.0500000000000003,3.0405591591021546
Platypus II,12,3,14.2,0.25,4.733333333333333,0.6429100507328638
"Please, Dont Touch Anything",2,2,2.3,1.0,1.15,0.6363961030678927
Plug & Play,5,4,0.8999999999999999,0.8,0.22499999999999998,0.04999999999999999
Point Perfect,1,1,14.0,1.0,14.0,0.0
Poker Night 2,35,28,143.2,0.8,5.114285714285714,6.904947999681597
Poker Night at the Inventory,52,33,191.6,0.6346153846153846,5.806060606060606,8.530421274545127
Polarity,25,13,72.3,0.52,5.561538461538461,11.615473764303838
Poly Bridge,12,12,64.6,1.0,5.383333333333333,3.989265900418575
Pongo,2,1,14.8,0.5,14.8,0.0
Poof,2,0,0.0,0.0,0.0,0.0
Pool Nation,16,10,35.199999999999996,0.625,3.5199999999999996,3.705491420401168
Pool Nation - Flair Pack ,1,0,0.0,0.0,0.0,0.0
Pool Nation FX,13,3,2.2,0.23076923076923078,0.7333333333333334,0.9237604307034013
Port Royale 2,3,2,87.9,0.6666666666666666,43.95,56.639253173042455
Port Royale 3,13,11,179.4,0.8461538461538461,16.30909090909091,26.46996239307697
Port of Call,4,2,1.3,0.5,0.65,0.21213203435596428
Portal,588,417,2282.7999999999997,0.7091836734693877,5.474340527577937,8.642083894942456
Portal 2,544,453,9117.099999999997,0.8327205882352942,20.126048565121405,46.96907504131388
Portal 2 - The Final Hours,13,8,8.299999999999999,0.6153846153846154,1.0374999999999999,1.8508202814659542
Portal 2 Sixense MotionPack,2,0,0.0,0.0,0.0,0.0
Portal 2 Sixense Perceptual Pack,31,0,0.0,0.0,0.0,0.0
Portal Stories Mel,49,24,128.70000000000002,0.4897959183673469,5.362500000000001,5.431295185432693
Portal of Evil Stolen Runes Collector's Edition,1,1,5.1,1.0,5.1,0.0
Post Apocalyptic Mayhem,16,11,45.1,0.6875,4.1000000000000005,7.679453105527763
Post Apocalyptic Mayhem DLC 2 Chaos Pack,4,0,0.0,0.0,0.0,0.0
Post Master ,2,1,1.3,0.5,1.3,0.0
Post Mortem,4,1,2.1,0.25,2.1,0.0
Postal 3,4,3,7.2,0.75,2.4,2.5942243542145693
Postmortem one must die (Extended Cut),1,0,0.0,0.0,0.0,0.0
Potatoman Seeks the Troof,2,1,1.0,0.5,1.0,0.0
Pound of Ground,1,1,0.8,1.0,0.8,0.0
Power-Up,4,2,2.8000000000000003,0.5,1.4000000000000001,1.6970562748477143
Pox Nora,25,4,19.8,0.16,4.95,6.555150646628955
Praetorians,6,2,0.30000000000000004,0.3333333333333333,0.15000000000000002,0.07071067811865475
Pre-Civilization Marble Age,2,1,4.8,0.5,4.8,0.0
Pressure,11,1,3.0,0.09090909090909091,3.0,0.0
Pressured,12,3,6.8999999999999995,0.25,2.3,2.8618176042508368
Pretentious Game,1,0,0.0,0.0,0.0,0.0
Pretty Girls Mahjong Solitaire,1,1,0.2,1.0,0.2,0.0
Prey,8,4,15.7,0.5,3.925,2.5643387711714953
Pride of Nations,2,1,5.3,0.5,5.3,0.0
Primal Carnage,27,21,513.6999999999999,0.7777777777777778,24.46190476190476,76.82425057356873
Primal Carnage Extinction,7,7,409.1,1.0,58.44285714285714,84.21773085565883
Primal Fears,2,0,0.0,0.0,0.0,0.0
Prime World,29,8,1352.3,0.27586206896551724,169.0375,319.45492388263034
Prime World Defenders,10,5,30.0,0.5,6.0,5.375406961337904
Primordia,4,3,11.600000000000001,0.75,3.866666666666667,3.2715949219506584
Prince of Persia,18,5,7.0,0.2777777777777778,1.4,0.6164414002968976
Prince of Persia The Forgotten Sands,18,7,95.8,0.3888888888888889,13.685714285714285,10.399427639927845
Prince of Persia The Sands of Time,21,15,38.6,0.7142857142857143,2.5733333333333333,3.6084160883504923
Prince of Persia The Two Thrones,16,3,22.5,0.1875,7.5,12.558264211267415
Prince of Persia Warrior Within,15,3,25.099999999999998,0.2,8.366666666666665,3.7527767497325675
Princess Isabella,1,0,0.0,0.0,0.0,0.0
Prison Architect,116,98,2626.4999999999995,0.8448275862068966,26.80102040816326,38.06367561087458
Prison Tycoon 3 Lockdown,1,1,1.7,1.0,1.7,0.0
Pro Cycling Manager 2013,3,3,323.0,1.0,107.66666666666667,91.48952581215696
Pro Cycling Manager 2014,2,2,355.0,1.0,177.5,161.92745289171938
Pro Cycling Manager 2015,5,3,82.7,0.6,27.566666666666666,21.186395005600488
Pro Cycling Manager Season 2008,1,0,0.0,0.0,0.0,0.0
Pro Cycling Manager Season 2009,2,1,1.1,0.5,1.1,0.0
Pro Evolution Soccer 2013,1,1,5.6,1.0,5.6,0.0
Pro Evolution Soccer 2013 DP DLC,1,0,0.0,0.0,0.0,0.0
Pro Evolution Soccer 2014,3,3,178.9,1.0,59.63333333333333,75.6822524330066
Pro Evolution Soccer 2014 Online Pass,3,0,0.0,0.0,0.0,0.0
Pro Evolution Soccer 2014 World Challenge DLC,1,0,0.0,0.0,0.0,0.0
Pro Evolution Soccer 2015,12,12,2500.5,1.0,208.375,271.27191700311596
Pro Evolution Soccer 2016,3,3,164.0,1.0,54.666666666666664,12.662279942148386
Pro Rugby Manager 2015,1,1,3.8,1.0,3.8,0.0
Probably Archery,3,1,0.3,0.3333333333333333,0.3,0.0
Professional Farmer 2014,12,9,41.9,0.75,4.655555555555555,6.3415516853352045
Professional Farmer 2014 - America DLC,3,0,0.0,0.0,0.0,0.0
Project AURA,1,1,3.5,1.0,3.5,0.0
Project Aftermath,2,0,0.0,0.0,0.0,0.0
Project CARS,25,24,339.1,0.96,14.129166666666668,11.615786827554487
Project CARS - Audi Ruapuna Speedway Expansion Pack,3,0,0.0,0.0,0.0,0.0
Project CARS - Modified Car Pack ,6,0,0.0,0.0,0.0,0.0
Project CARS - Old Vs New Car Pack,4,0,0.0,0.0,0.0,0.0
Project Explore,3,2,6.8,0.6666666666666666,3.4,1.979898987322333
Project Root,1,0,0.0,0.0,0.0,0.0
Project Snowblind,6,2,1.1,0.3333333333333333,0.55,0.3535533905932738
Project Temporality,4,0,0.0,0.0,0.0,0.0
Project Zomboid,38,37,434.3,0.9736842105263158,11.737837837837839,17.553558540005998
Prophour23,1,0,0.0,0.0,0.0,0.0
Proteus,28,11,4.8999999999999995,0.39285714285714285,0.4454545454545454,0.486546269872941
Proto Raider,1,0,0.0,0.0,0.0,0.0
ProtoGalaxy,10,2,0.6,0.2,0.3,0.0
Protocol,3,0,0.0,0.0,0.0,0.0
Prototype,33,20,348.3,0.6060606060606061,17.415,22.12993388341254
Prototype 2 RADNET Access Pack,22,0,0.0,0.0,0.0,0.0
Psichodelya,1,0,0.0,0.0,0.0,0.0
Psycho Starship Rampage,1,1,0.4,1.0,0.4,0.0
Psychonauts,81,42,216.59999999999997,0.5185185185185185,5.157142857142857,7.808536381302099
Psychonauts Demo,82,1,0.2,0.012195121951219513,0.2,0.0
Puddle,5,2,2.5,0.4,1.25,1.2020815280171309
Pulstar,2,0,0.0,0.0,0.0,0.0
Pulut Adventure,1,0,0.0,0.0,0.0,0.0
Putt-Putt Enters the Race,1,0,0.0,0.0,0.0,0.0
Putt-Putt Goes to the Moon,1,0,0.0,0.0,0.0,0.0
Putt-Putt Joins the Circus,1,1,1.3,1.0,1.3,0.0
Putt-Putt Joins the Parade,1,0,0.0,0.0,0.0,0.0
Putt-Putt Pep's Birthday Surprise,1,0,0.0,0.0,0.0,0.0
Putt-Putt Saves the Zoo,1,1,0.6,1.0,0.6,0.0
Putt-Putt Travels Through Time,2,1,1.3,0.5,1.3,0.0
Putt-Putt and Fatty Bear's Activity Pack,1,0,0.0,0.0,0.0,0.0
Putt-Putt and Pep's Balloon-o-Rama,2,1,0.5,0.5,0.5,0.0
Putt-Putt and Pep's Dog on a Stick,1,0,0.0,0.0,0.0,0.0
Puzzle Agent,29,5,19.6,0.1724137931034483,3.9200000000000004,2.6658957218916126
Puzzle Agent 2,25,3,8.0,0.12,2.6666666666666665,2.1733231083604054
Puzzle Bots,6,1,0.3,0.16666666666666666,0.3,0.0
Puzzle Chronicles,1,1,0.9,1.0,0.9,0.0
Puzzle Dimension,7,1,5.8,0.14285714285714285,5.8,0.0
Puzzle Kingdoms,6,0,0.0,0.0,0.0,0.0
Puzzle Pirates,21,2,42.2,0.09523809523809523,21.1,29.557063453597685
Puzzle Quest,9,7,258.0,0.7777777777777778,36.857142857142854,37.47096018442625
Puzzle Quest 2,1,1,1.4,1.0,1.4,0.0
Puzzle Quest Galactrix,1,1,6.6,1.0,6.6,0.0
Puzzle Station 15th Anniversary Retro Release,1,0,0.0,0.0,0.0,0.0
Puzzler World 2,2,1,19.1,0.5,19.1,0.0
Pyramid Raid,7,3,0.9000000000000001,0.42857142857142855,0.30000000000000004,0.09999999999999999
Pyroblazer,1,1,0.2,1.0,0.2,0.0
Q.U.B.E Director's Cut,18,5,19.4,0.2777777777777778,3.88,4.953988292275225
Q.U.B.E.,8,3,9.400000000000002,0.375,3.133333333333334,4.481443219916251
QUALIA 3 Multi Agent,1,0,0.0,0.0,0.0,0.0
Qora,1,0,0.0,0.0,0.0,0.0
Quake,16,8,25.5,0.5,3.1875,3.5011987742975768
Quake 4,9,4,5.999999999999999,0.4444444444444444,1.4999999999999998,2.6683328128252666
Quake II,14,4,10.0,0.2857142857142857,2.5,2.47521042876493
Quake II Ground Zero,14,0,0.0,0.0,0.0,0.0
Quake II The Reckoning,14,0,0.0,0.0,0.0,0.0
Quake III Arena,16,7,20.5,0.4375,2.9285714285714284,5.41039563732459
Quake III Team Arena,16,2,1.3,0.125,0.65,0.6363961030678927
Quake Live,214,77,281.4999999999999,0.3598130841121495,3.6558441558441546,16.96025922643945
Quake Mission Pack 1 Scourge of Armagon,15,1,0.2,0.06666666666666667,0.2,0.0
Quake Mission Pack 2 Dissolution of Eternity,15,1,0.1,0.06666666666666667,0.1,0.0
QuantZ,5,3,1.6,0.6,0.5333333333333333,0.3511884584284246
Quantum Conundrum,17,11,58.50000000000001,0.6470588235294118,5.318181818181819,6.758375275436868
Quantum Rush Online,24,4,3.0,0.16666666666666666,0.75,0.40414518843273806
Quantum of Solace,2,2,24.4,1.0,12.2,15.273506473629427
Quarries of Scred,1,1,0.1,1.0,0.1,0.0
Quest of Dungeons,4,3,8.7,0.75,2.9,2.7784887978899606
QuestEvent,1,0,0.0,0.0,0.0,0.0
QuestRun,11,5,37.400000000000006,0.45454545454545453,7.480000000000001,4.933254503874699
Questerium Sinister Trinity HD,1,0,0.0,0.0,0.0,0.0
Quick Slick Deadly,2,0,0.0,0.0,0.0,0.0
Quintet,10,4,2.1,0.4,0.525,0.20615528128088303
Quiplash,1,0,0.0,0.0,0.0,0.0
Qvadriga,2,1,22.0,0.5,22.0,0.0
R.B.I. Baseball 15,1,1,21.0,1.0,21.0,0.0
R.O.O.T.S,3,1,0.3,0.3333333333333333,0.3,0.0
R.U.S.E,43,37,1269.6,0.8604651162790697,34.31351351351351,41.39361304840641
R.U.S.E.,43,0,0.0,0.0,0.0,0.0
RACE 07,92,40,362.7,0.43478260869565216,9.067499999999999,24.429798822602294
RACE 07 - Formula RaceRoom Add-On,47,0,0.0,0.0,0.0,0.0
RACE Caterham Expansion,12,1,0.3,0.08333333333333333,0.3,0.0
RACE On,14,0,0.0,0.0,0.0,0.0
RADical ROACH Deluxe Edition,16,8,20.0,0.5,2.5,1.9871012627874372
RAGE,87,66,1207.7999999999995,0.7586206896551724,18.299999999999994,35.472420489510085
RAW - Realms of Ancient War,33,7,14.3,0.21212121212121213,2.042857142857143,2.4905535816073385
RECYCLE,1,1,0.6,1.0,0.6,0.0
RESCUE 2,1,1,4.2,1.0,4.2,0.0
REVOLVER360 REACTOR,4,0,0.0,0.0,0.0,0.0
RIDE - 2015 Top Bikes Pack 1,2,0,0.0,0.0,0.0,0.0
RIDE - 2015 Top Bikes Pack 2,2,0,0.0,0.0,0.0,0.0
RIDE Game,3,3,64.8,1.0,21.599999999999998,26.629307163349182
RIDE Season Pass,2,0,0.0,0.0,0.0,0.0
RIDE Yamaha 2015 Bike Models,2,0,0.0,0.0,0.0,0.0
RIDE Yamaha Historical Bikes,2,0,0.0,0.0,0.0,0.0
RIFT,161,75,3113.6,0.4658385093167702,41.51466666666666,96.72800636017688
RIFT Infusion Edition,1,0,0.0,0.0,0.0,0.0
RIFT Typhoon Edition,1,0,0.0,0.0,0.0,0.0
RIP,5,0,0.0,0.0,0.0,0.0
RIP 2 Strike Back,5,0,0.0,0.0,0.0,0.0
RIP 3 The Last Hero,5,1,0.2,0.2,0.2,0.0
RISK Factions,6,6,16.9,1.0,2.8166666666666664,2.417781352121541
ROCKETSROCKETSROCKETS,4,2,1.9,0.5,0.95,1.0606601717798212
RONIN,1,1,0.6,1.0,0.6,0.0
ROSE Online,30,0,0.0,0.0,0.0,0.0
